type,name
Location,Naip
Location,Safal
Location,Mera Gaon Mera Gaurav
Location,E-Nam
Location,Pm-Kisan Scheme
Location,District Agricultural Contingency Plans
Soil,Soil Health Cards
Location,Climate-Friendly Villages
Location,Agri-Innovate India Ltd.
Location,Icar Institutes
Location,State Agricultural Universities
Location,Indian Agricultural Research Institute
Location,Pantnagar
Organization,Icar
FarmerPractice,Kvk
Organization,Cimmyt
Organization,Irri
Organization,Saarc
Organization,Brics
Organization,Bimstec
Location,Anastu
Location,Acare
FarmerPractice,Pradhan Mantri Kisan Samman Nidhi
Soil,Alkalinity
Fertilizer,Nano-Fertilizers
Irrigation,Micro-Irrigation Systems
Fertilizer,Neem-Coated Urea
Nutrient,Nitrogen Fixation
FarmerPractice,Bio-Residue Management
Crop,Horse Gram
Crop,Date
Crop,Gourd
Crop,Flax
Crop,Indigo
Crop,Betel Nut
Crop,Kidney Beans
Crop,Barnyard Millet
Crop,Proso Millet
Crop,Foxtail Millet
Crop,Carrot
Crop,Artichoke
Crop,Beetroot
Crop,Rape
Crop,Niger
Crop,Cotton Seed
Crop,Cardamom
Crop,Citron
Crop,Pine-Apple
Crop,Silk
Crop,Black Bean
Crop,Sweet Pepper
Crop,Squash
Crop,Quinine
Crop,Poppy
Crop,Pusa-4
Crop,Pusa-12
Crop,Pusa-52
Crop,Pusa 80-5
Crop,Pusa-111
Crop,B-4
Location,Tutikandi
Location,Shimla
Location,Pusa
Location,Bombay Presidency
Location,United Provinces
Location,Coastal Andhra
Location,Malabar Coast
Season,Wet Season
Disease,Rust Diseases
FarmerPractice,"Department Of Revenue, Agriculture And Commerce"
FarmerPractice,Indian Council Of Agricultural Research
Crop,Buffalo
Nutrient,Milk
Nutrient,Curd
Nutrient,Ghee
Nutrient,Panchagavya
FarmerPractice,Arthashastra
FarmerPractice,Veterinary Services
FarmerPractice,Haya Ayurveda
FarmerPractice,Gaja Ayurveda
Crop,Cows
Crop,Goats
Crop,Horses
Crop,Milch Animals
Nutrient,Meat
Nutrient,Wheat Flour
Nutrient,Molasses
Nutrient,Grain
Nutrient,Green Grasses
Crop,Alfalfa
Crop,Bermuda Grass
Disease,Cattle Plague
Disease,Anthrax
Disease,Hemorrhagic Septicemia
Pesticide,Saltpeter
Irrigation,Sakia
Location,Hisar
Location,Coach Bihar
Location,Nagore
Location,Delhi Sultanate
Location,Mughal Empire
Location,Chola Empire
Location,Pala Empire
Location,Kakatiya Dynasty
Location,Rashtrakuta Dynasty
Location,Pallava Dynasty
Location,Western Chalukya Dynasty
Season,Eastern Chalukya Period
Season,Medieval Dynasties
Season,Colonial Era
FarmerPractice,Military Dairy Farms
FarmerPractice,Cattle Breeding
FarmerPractice,Dairy Processing
FarmerPractice,Dairy Cooperatives
Crop,Hariana
Crop,Mysore Cattle
Crop,Sind
Crop,Gujarat
Crop,Ongole
Crop,Nagore
Crop,Ayrshire
Crop,Friesian
Disease,Black-Quarter
Crop,Ghee
Crop,Butter
Crop,Khoa
Crop,Curd
FarmerPractice,Kaira District Cooperative Milk Producers Union
FarmerPractice,Gaushalas
Weather,Climate
Weather,Southwest Monsoon
Weather,Flooding
Weather,Heat
Weather,Cold
Weather,Freezing
FarmerPractice,Indian Civil Veterinary Department
FarmerPractice,Imperial Bacteriological Laboratory
Location,Lahore
Location,Mumbai
Location,Calcutta
Location,Bihar
Location,Izatnagar
Location,Bareilly
Location,Bombay
Location,Kanpur
Location,Nagpur
Season,1865-67
Season,1940
Season,1946
Season,1880-1893
Season,1947
Season,Green Revolution
Season,Late 1800S
Season,Early Twentieth Century
Season,Mid-Nineteenth Century
Season,Post-Independence Era
Location,Mohenjo-Daro
Weather,Flood
FarmerPractice,Irrigation
Location,Saptasindhu
FarmerPractice,Kautilya'S Arthasastra
FarmerPractice,Manusmriti
FarmerPractice,Ahar
FarmerPractice,Pyne
Irrigation,Tanks
Irrigation,Reservoirs
Irrigation,Wells
Irrigation,Embankment
Weather,Famine
Crop,Opium
Nutrient,Nutrient
Location,Godavari
Location,Krishna
Location,Mahanadi
Location,Brahmani
Location,Baitarani
Location,Subarnarekha
Location,Kosi
Location,Mauryan Empire
Location,Harappan Civilization
Season,Vedic Period
Location,Mughal India
Location,Vijayanagara Dynasty
Country,Indian Agriculture
Soil,Soils
Nutrient,Plant Nutrients
Soil,Organic Matter
Soil,Humus
Fertilizer,Potassium Carbonate
Fertilizer,Composts
Crop,Cynobacteria
Crop,Blue Green Algae
Crop,Rhizobium
Crop,Biofortified Varieties
Crop,Climate-Resilient Varieties
Crop,Swarna Sub1
Crop,Kharachia 65
Crop,Jg14
Disease,Rusts
Disease,Blights
Disease,White Rust
Crop,Field Pea
Crop,Flood Tolerant Swarna Sub1
Crop,Salt Tolerant Kharachia 65
Crop,Heat Tolerant Jg14
Disease,Ug99
Crop,High-Yielding Varieties
FarmerPractice,Transgenic Technology
FarmerPractice,Marker-Assisted Breeding
FarmerPractice,Genome Editing
Nutrient,Drought Tolerance
Nutrient,Fusarium Wilt Resistance
Nutrient,High Oleic Acid
Nutrient,Kunitz Trypsin Inhibitor
Crop,Swarna Sub 1
Crop,Bgm 10216
Crop,Mabc Wr Sa 1
Crop,Pusa Jai Kisan
Crop,Ganga Series
Crop,Ranjit
Crop,Deccan Hybrids
Crop,Csh-1
Crop,Sd 227
Crop,C 306
Crop,Wl 711
Crop,Wh 147
Crop,Up 262
Crop,Hd 2189
Crop,Hd 2009
Crop,Sonara 64
Crop,Lerma Rojo 64
Crop,Huw 234
Crop,Lok-1
Crop,Hd 2285
Crop,Up 2338
Crop,Basmati
Crop,Co 0238
Crop,Improved Samba Mahsuri
Crop,Improved Pusa Basmati 1
Crop,Cr Dhan 310
Crop,Cr Dhan 311
Crop,Drr Dhan 45
Crop,Drr Dhan 48
Crop,Drr Dhan 49
Crop,Chhattisgarh Zinc Rice 1
Crop,Yamini
Crop,Pusa Basmati 1509
Location,Haryana
Location,Uttar Pradesh
FarmerPractice,Pulse Revolution
FarmerPractice,Sugar Revolution
Disease,Drought-Tolerant
Disease,Disease-Tolerant
Disease,Blast Resistance
Nutrient,Fertilizer Responsiveness
Crop,Bahadur
Crop,Cr 1009
Crop,Samba
Crop,Telangana Sona
Crop,Pusa Basmati 1718
Crop,Hybrid Rice
Crop,Hd 2967
Crop,Hd 3086
Crop,Dbw 187
Crop,Dbw 222
Crop,Hd 3226
Crop,Wb 02
Crop,Hpbw 1
Crop,Ganga
Crop,Kisan
Crop,Amber
Crop,Vikram
Crop,Sona
Crop,Jawahar
Crop,Opaque-2
Crop,Flory-2
Crop,Shakti
Crop,Rattan
Crop,Protina
Crop,Shakti1
Crop,Lpch 2
Crop,Lpch 3
Crop,Pusa Hm4
Crop,Gossypium Arboreum
Crop,Gossypium Herbaceum
Crop,Gossypium Hirsutum
Crop,Gossypium Barbadense
Crop,G. Cot Dh 7
Crop,Ddh 2
Crop,Surabhi
Crop,Sumangala
Crop,Suraj
Crop,G. Cot. Dh 9
Crop,G. Cot. 21
Pest,Bacillus Thuringiensis
Pest,Heliothis Bollworm
FarmerPractice,Speed Breeding
Location,Icar-Cicr
Soil,Bacillus Thuringiensis
Crop,Bollgard Ii-Roundup Ready Flex (Bgii-Rrf)
Location,Delhi University'S Centre For Genetic Manipulation Of Crop Plants
Crop,Aromatic Rice
Crop,Beaten Rice/Poha Rice
Crop,Parboiled Rice
Crop,Medicinal Rice
Crop,Black Rice
Crop,High-Yielding Rice Cultivars
Crop,Tuber Crops
Crop,Medicinal And Aromatic Plants
Crop,Honey Bee Rearing
Irrigation,Irrigation Canal Networks
Crop,High Yielding Varieties Of Seeds
Crop,Amrapali
Crop,Dogridge
Location,European Union
Country,Uae
Country,Kuwait
Country,Singapore
Country,South Korea
FarmerPractice,Tissue Culture
FarmerPractice,Micro-Grafting
FarmerPractice,Micro-Budding
FarmerPractice,Aeroponics
FarmerPractice,Canopy Management
FarmerPractice,Rejuvenation Technology
Nutrient,Dris
Crop,Safed Musli
Crop,Lemongrass
Crop,Palmarosa
Crop,Senna
Crop,Anise
Crop,Cinnamon
FarmerPractice,Fruit Harvesters
FarmerPractice,Grading Machines
FarmerPractice,Cutting Machines
FarmerPractice,Driers
FarmerPractice,Sorters
FarmerPractice,Pulpers
Crop,Bhagawa
Crop,Super-Bhagwa
Crop,Ganesh
Crop,Arakta
Crop,Solapur Lal
Crop,Kaveri Haritha
Crop,Kaveri Saba
Crop,Kaveri Kanya
Crop,Hill Bananas
Crop,Nendran
Crop,Red Banana
Crop,Kala Zeera
Crop,Siddu
Crop,Ravindra
Disease,Tolcd
Disease,Bacterial Wilt
Disease,Bacterial Blight Disease
Disease,Wilt Complex
Disease,Sooty Blotch
FarmerPractice,High Density Plantation
Location,Himalayan States
Soil,3.31 Lakh Ha
Nutrient,7-8 T Oil Ha -1 Yr -1
Nutrient,6-7 T Oil Ha -1 Yr -1
Nutrient,35 Lakh Sprouts
Nutrient,20 Crores
Nutrient,"Rs. 40,000"
Nutrient,20%
Nutrient,5-10%
Nutrient,10-15%
Nutrient,7.5%
Nutrient,6.8%
Nutrient,17.2%
Nutrient,382.17%
Nutrient,279.15%
Nutrient,70.12%
Nutrient,122.91%
Nutrient,30%
Nutrient,40%
Nutrient,25%
Soil,2.1 Lakh Ha
Nutrient,4.0 T Ha -1
Nutrient,19 Kg/Plant
Nutrient,100 T Ha -1
Nutrient,15-20 Days
Soil,6-8 M
Nutrient,300 G
Nutrient,72%
Nutrient,24 0 Brix
Nutrient,6-8 Days
Nutrient,320.6 G
Nutrient,220.80 G
Nutrient,27.6 Ml
Nutrient,23.60 Ml
Nutrient,10-15 T Ha -1
Nutrient,50-60 T Ha -1
Nutrient,2.5 To 7.5 Kg Ha -1
Nutrient,4 T Ha -1
Nutrient,3.5:1
Nutrient,2.5:1
Disease,Tomato Leaf Curl Disease
Crop,Kufri Jyoti
Crop,Kufri Pukhraj
Crop,Kufri Chipsona 1
Crop,Kufri Sahayadri
Crop,Kufri Karan
Crop,Kufri Thar-3
Crop,Kufri Manik
Crop,Kalpa Raksha
Crop,Kalpa Sree
Crop,Kalpa Raj
Crop,Kalpa Sankara
Crop,H-226
Crop,H-165
Crop,Sree Apoorva
Crop,Sree Athulya
Crop,Sree Pavithra
Crop,Sree Swarna
Crop,Sree Jaya
Crop,Sree Vijaya
Crop,Sree Reksha
Crop,Kishan
Crop,Sree Kanaka
Crop,Bhu Sona
Crop,Bhu Krishna
Crop,Bhu Swami
Crop,Bhu Ja
Crop,Bhu Kanthi
Crop,Dmr-Nbs-5
Disease,Late Blight
Pest,Potato Cyst Nematode
Crop,Neera
Pesticide,Virgin Coconut Oil
Crop,Potatoes
Pesticide,Indo-Blightcast
Disease,Fusarium Wilt Tr4
Weather,Salinity
Weather,Hailstorm
Nutrient,Wool
Crop,Turkey
Crop,Guinea Fowl
Pesticide,Haritdhara
Pesticide,Tamarin Plus
Pesticide,Avivatika
FarmerPractice,Estrus Synchronization
FarmerPractice,Embryo Transfer Technology
FarmerPractice,Ovum Pick-Up & In-Vitro Fertilization
FarmerPractice,Animal Cloning
FarmerPractice,Crossbreeding
Crop,Saanen
Crop,Alpine
Crop,Toggenberg
Crop,Angora
Crop,Sirohi
Crop,Malpura
Crop,Patanwadi
Crop,Garole
Crop,Avishaan
Crop,Gmm
Nutrient,Fec Bb Gene
Crop,Jamunapari
Crop,Beetal
Crop,Black Bengal
Crop,Assam Local
Crop,Sangamneri
Crop,Murrah
Crop,Nili-Ravi
Crop,Bhadawari
Crop,Jaffarabadi
Crop,Surti
Crop,Pandharpuri
Crop,Pashmina
Crop,Chegu
Crop,Changthangi
Crop,Cari-Nirbheek
Crop,Vanaraja
Crop,Gramapriya
Crop,Srinidhi
Crop,Janapriya
Crop,Vanashree
Crop,Cari-Shyama
Crop,Cari-Nirbhik
Crop,Cari-Upcari
Crop,Cari-Hitcari
Crop,Pratapdhan
Crop,Kamrupa
Crop,Narmadanidhi
Crop,Jharshim
Crop,Himsamridhi
FarmerPractice,Aicrp
Season,Iv-Five-Year Plan
Crop,Norwegian Goats
Crop,Indian Goats
Crop,Exotic Breeds
Crop,Exotic Pigs
Crop,Japanese Quail
Crop,Barbari Goats
Crop,Jamunapari Goat
Crop,Pigs
Crop,Mithun
Crop,Camel
Crop,Nicobari Indigenous Chicken
FarmerPractice,National Bovine Genomic Centre
Crop,Rape And Mustard
Crop,Neem Seed Cake
Crop,Karanja Seed Cake
Crop,Castor Seed Cake
Crop,Sal Seed Meal
Crop,Mahua Seed Cake
Crop,Ambadi Cake
Crop,Mustard Cake
Crop,Cottonseed Cake
Crop,Korra
Crop,Quality Protein Maize
Nutrient,Vitamin E
Fertilizer,Calcium Hydroxide
Nutrient,Selenium
Nutrient,Mn
Nutrient,I
Nutrient,Co
Disease,Aflatoxin
Crop,Moringa Leaves
Crop,Neem Leaves
Crop,Jack Leaves
Crop,Spirulina
Pest,Lactobacillus Acidophilus
Pesticide,Poly Unsaturated Fatty Acid-Rich Vegetable Oil
Pesticide,Activated Charcoal
Pesticide,Ascorbic Acid
Pesticide,Liver Tonic
Pesticide,Herbal Vitamin C
Pesticide,Gut Acidifiers
Pesticide,Emulsifiers
Pesticide,Tannins
Pesticide,Saponin
Pesticide,Essential Oils
Disease,Mycotoxins
Soil,Rumen
FarmerPractice,Animal Feed Industry
Location,Ndri
Location,Cari
Nutrient,Spirulina
Crop,Murrah Buffalo
Crop,Sahiwal
Crop,Gir
Crop,Red Sindhi
Crop,Karan Fries
Location,Allahabad
Organization,Cari
Organization,Ndri
Organization,Circ
Location,Meerut
Crop,Egg
FarmerPractice,Spermoscope
FarmerPractice,Ai
FarmerPractice,Moet
FarmerPractice,Ivf
FarmerPractice,Embryo Transfer
FarmerPractice,Meat Processing
FarmerPractice,Value-Added Products
Crop,Zebu
Crop,Karan-Fries
Crop,Tharparkar
Nutrient,Chromium Propionate
Nutrient,Vit C
Nutrient,Vit E
Nutrient,Se
Nutrient,Betain
Fertilizer,Molasses
Crop,Salem Black
Crop,Osmanabadi
Crop,Malabari
Crop,Bidri
Crop,Nandidurga
Crop,Kanni Adu
Crop,Kodi Adu
Disease,Heat Stress
Disease,Cold Stress
Crop,Broiler
Crop,Laying Hens
Season,Summer Season
Fertilizer,Potassium Chloride
Fertilizer,Sodium Citrate
Fertilizer,Sodium Dihydrogen Phosphate
Fertilizer,Disodium Hydrogen Phosphate
Fertilizer,Sodium Bicarbonate
Fertilizer,Ashwagandha Extract
Fertilizer,Turmeric Extract
Fertilizer,Amla Powder
Fertilizer,Betain Hydrochloride
Fertilizer,Chromium
Pest,Naked Neck
Pest,Frizzle
Weather,Thi
Nutrient,Hsp-70
Nutrient,Bdnf
Crop,Carp
Crop,Indian Major Carps
Crop,Black Tiger Shrimp
Crop,White-Leg Shrimp
Crop,Penaeus Monodon
Crop,Litopenaeus Vannamei
Crop,Penaeus Indicus
Crop,Cobia
Crop,Pompano
Crop,Seabass
Crop,Grouper
Crop,Milkfish
Crop,Grey Mullet
Crop,Pearl Spot
Crop,Mussels
Crop,Oysters
Crop,Seaweeds
Nutrient,Biofertilization
Nutrient,Bioprospecting
Nutrient,Genetic Engineering
Nutrient,Transgenics
Weather,Pollution
Weather,Fishing Pressure
Disease,Antibiotic Resistance
Location,Nares
Location,Mandapam Camp
Location,Central Institute Of Fisheries Education
Location,Central Institute Of Fisheries Technology
Location,Central Institute Of Freshwater Aquaculture
Location,Central Institute Of Brackishwater Aquaculture
Location,Nrc On Coldwater Fisheries
Location,National Bureau Of Fish Genetic Resources
Location,Andaman & Nicobar
Location,Lakshadweep
District,Kollam
River,Ganga
Crop,Indian Major Carp
Crop,Catfish
Crop,Murrels
Crop,Indian Oil Sardine
Crop,Indian Mackerel
Crop,Prawns
FarmerPractice,Trawl Net
Pesticide,Turtle Excluder Devices
Pesticide,By-Catch Reduction Devices
Pesticide,Square Mesh Cod-Ends
Pesticide,Fisheye Brd
Pesticide,Sieve Net Brd
Pesticide,Juvenile Fish Excluder Cum Shrimp Sorting Device
FarmerPractice,Fishing Ban
FarmerPractice,Habitat Characterization And Protection
FarmerPractice,Ranching
Weather,Environmental Flow
FarmerPractice,Fishing Crafts
FarmerPractice,Mechanization Of Fishing Craft
FarmerPractice,Fishing Gear
Location,Ganga
Location,Teesta
Location,Cauvery
Location,Kathojodi
Location,Hooghly-Matlah Estuary
Crop,Pangas Catfish
Crop,Mahseers
Crop,Snow Trout
Crop,Brown Trout
Crop,Rainbow Trout
Crop,Common Carp
Crop,Silver Carp
Crop,Grass Carp
Crop,Silver Barb
Crop,African Catfish
Crop,Striped Catfish
Crop,Tilapia
Crop,Red-Bellied Pacu
Crop,Gift Tilapia
FarmerPractice,Icar-Cifri
FarmerPractice,National Mission For Clean Ganga
FarmerPractice,National Fisheries Development Board
Pesticide,Ovaprim
Fertilizer,Cifabrood Tm
Crop,Macrobrachium Rosenbergii
Crop,M. Malcolmsonii
Crop,M. Gangeticum
Crop,Channa Striata
Crop,C. Marulius
